Insult,Date,Comment
0,,"""Joe Paterno let an accused Pedophile roam the campuses free....when Sandusky was charged in 1998....Paterno simply let him ""retire""----and why did no other college in the NATION try to recruit Sandusky? Because they KNEW he was dirty filthy pedophile...yet Paterno continue to befriend him...even letting him use the locker rooms...so that...another boy could be ANAL RAPED in the locker rooms of Penn State....Ask yourself...why would Paterno even CONSIDER letting a Man (friend or not)----back on campus after accused of being a Pedophile?!?! Unless Paterno didn\\'t care? Paterno is just as much to blame..was his stupid decision to let the man back on campus after a D.A. was investigating and continuing to investigate Sandusky up until 2005 when the D.A. went missing and is presumed DEAD (oh and his laptop and hard drive were destroyed too...can you say cover up?!!"""
0,20120530022447Z,"""i like dbz better, but your opinion counts too."""
0,20120620172006Z,"""What Hinckley was doing is called fudging. He knew all right but he knew how it would look to admit to it."""
0,20120527185914Z,"""You'll be not waiting foerever."""
0,20120529181821Z,"""There's a book out which tracks Art Rooney's path from bootlegging and gamling to the NFL..I only point this out to illustrate how money and time can make perceived deficiencies evaporate."""
1,20120620133150Z,"""But Bellinski you are a Jewish Feigle yourself !"""
0,20120618235809Z,"""Stopped caring about my penis size once it became apparent to me the only person that I have to please is myself.\n\nIf my dick gets wet why does it matter if she has a good time or not? Yes my small penis has turned me into an inconsiderate dick, but it's either that or crying about it like a school girl all day."""
1,20120320165937Z,"""Don't you wish you weren't so fat and could dance too?"""
0,20120610151644Z,"""I still think Fabian Solutions is an in-house creation to provoke more posts - I can't believe any human being, even a fifth form Leftist, could be such a mollusc"""
0,20120619222922Z,"""Attention women. If you are being followed/stalked late at night and your stalker starts a confrontation. Don't fight back because if you do and start to beat the heII out of your stalker they can pull a gun a shoo t you. Then claim self defense."""
0,20120515201255Z,"""Are you stebbers?"""
0,20120611183426Z,"""@daredevil241\xa0\xa0@tomislavgrujic\xa0yea well when you do make sure you punch him with your right hand otherwise it might not be authentic enough for him"""
0,20120610121020Z,"""I didn't, these replies didn't end up together with the original comments!"""
0,,"""We are creating another whole segment of society that will never work again by extending unemployment.\\xc2\\xa0 Who even would hire someone who had not worked in 2-3 years.\\xc2\\xa0 After 2-3 years most people are unfit to work mentally.\\xc2\\xa0 The real hustlers went out and got a job, even if it was less than what they were used to.\\n\\nDo you people hear the roar!?!?\\xc2\\xa0 Our country is rushing towards the waterfall!\\xc2\\xa0 Look at what is happening is Greece!\\xc2\\xa0 What makes me mad is obuma may not be able to stop us from going over the falls but he could cushion the blow yet all he thinks about is getting re-elected!\\n\\nNot much time left for us!"""
1,20120610150013Z,"""No people like you are the problem we are having in this world."""
1,20120612094948Z,"""Must really suck to be black. What a toxic, vile culture."""
0,20120529230050Z,"""You put your left foot out.........."""
0,20120529060722Z,"""Hey my team is 9 games under .500 and my fans think were the best team, what team am I?"""
0,,"""Yeah, because the other nations in the world that have legalized gay marriage have had so many cases of people wanting to marry sheep OH WAIT THEY HAVEN'T.\\xc2\\xa0 You fail at life."""
0,20120527180936Z,"""Hmmm...\n\nYou claim that ""Iranians ...have not started a war in 200 years.""\n\nYet I clearly recall a series of seemingly never-ending wars between Iran and Iraq in the latter part of the last century, so who started those wars?\n\nJust curious."""
0,,"""Last I checked the constitution still said ""All men are created equal"", even the gay ones. \\xc2\\xa0How would straight folks feel if their right to marry was taken away? \\xc2\\xa0Come on. \\xc2\\xa0Fair is fair and equality is equally. \\xc2\\xa0\\xc2\\xa0Everyone should have the same opportunities as the rest of us. Just because you don\\'t agree with the lifestyle doesn\\'t give anyone in a fee country the right to force that opinion on others. \\xc2\\xa0We spout freedom as our most treasured of ideas yet we want to limit the freedom of some individuals. \\xc2\\xa0That is what doesn\\'t make sense. \\xc2\\xa0If you don\\'t agree with gay marriage, don\\'t be in one. \\xc2\\xa0But don\\'t restrict someone else from conducting their lives as they wish. \\xc2\\xa0That kind of control is communism."""
1,,"""Big Deal Libturd... go crawl back under your rock..."""
1,20120620181537Z,"""Still waiting for you to put your money where your mouth is, coward."""
0,,"""Because of biblical prophecy, which speaks of two distinct camps emerging within the Middle East in our day, we know a divorce is coming between the two.\\xc2\\xa0One camp is prophesied to be led by Iran, the other to include Syria. These two are destined to play very different roles in the sequence of end-time events that lead up to Jesus Christ\\xe2\\x80\\x99s Second Coming. Syria is the keystone of the pro-Iran axis. Weakening the Assad regime, to say nothing of its collapse, would be a blow to Iran, Hamas and Hezbollah.\\xc2\\xa0 Syrian opposition chief has already pledged to cut military ties with Iran should he come to power.\\xc2\\xa0 It is God, the God of Abraham, Issiac and Jacob who is lining up all these chess pieces, not our feckless government or the UN.\\n"""
1,20120320165833Z,"""If it has to be explained, then you are too stupid to understand. Leftist fool."""
0,20120610002710Z,"""He had a democratic congress at first and still got nothing done. Even his Hollywood friends are jumping ship."""
0,,"""it won\\'t matter what the ""official"" count is, if paul gets enough votes to go ahead of mitt romney that\\'s enormous. that could blow romney\\'s campaign completely out of the water. and that could happen, with the people in washington county now aware the whole world is watching."""
0,20120514050535Z,"""Yes you need to understand how your guy sucked off taxpayers all his life and will till the day he dies."""
0,20120609225654Z,"""@mstoogood4yall: wel, you negro's are a TARGET in america you know. you're just a bullseye for the white people to target you."""
1,20120620133005Z,"""Oh NO! Somebody DELETED my comment. You all KNOW the RULE: 1 delete = 50 REPOSTS. Here we go:\n#38 Bill O is furious that Obama isn't getting the US more involved in the fuckedup places in the world. You know Internationalist Rubish Murdouchebag signs his paycheck funded by Internationalist Saudi ROYAL Aldickweed. Yeah Bill get the tea-tards stirred up the US is not playing Murdouchebag-Aldickweeds agenda like the Bushies. Ron Paul was right about you foxtarrds."""
1,,"""What is the point of switching between accounts?\\nJust so you know, you are being software tracked.\\nIts useless you stupid imbecile. """
0,20120610075747Z,"""make room for your 3rd roommate in Dot...."""
0,20120529223913Z,"""Wait, a republican Senator had an affair, WITH A WOMAN???\xa0 I thought those guys just hit on other men in public toilets..?\xa0 Yeesh - go figure."""
1,20120609163631Z,"""Do you feel less sorry now that you made us realize how stupid you are?"""
0,,"""@Honus The Dude Sneed @Hihoze Big 12 fans were angry."""
0,20120529144329Z,"""Sorry, you are wrong again and as usual."""
1,20120619231530Z,"""Quit yelling, you tedious old hack.&nbsp; Why do you care anyway? You made up your mind ages ago, things like ""facts"" and ""new information"" and ""nuance"" don't matter to you, you effing link whore."""
1,20120620151704Z,"""Forreal Black - You are an A-HOLE"""
1,20120609195004Z,"""Let BaseGod fuck your bith man...Let him purge you of that Hate."""
0,,"""@SocialMedia411 New Twitter Brand Pages: http://t.co/pX2n02qY II  Interesting to see merchants - thought leaders or just sales people?"""
0,,"""two words....WHO CARES.....Needs to sort his prepubescent face out bless him..has she been made to sign the sex offenders register?  Silly girl"""
1,20120609201419Z,"""bitch fuck A e-thug,MOTHER FUCKER im A cold hearted SHAOLIN MONK,and believe me when i tell you THIS,I WILL HUNT YOU DOWN !!!"""
0,,"""\\xc2\\xa0lmfao hahaha good one with russias out dated military and china's half as stolen technology i dont even think they can kick taiwans ass combines go watch more of your chinese propaganda videos and stop killing Tibetans\\xc2\\xa0 """
1,20120620154546Z,"""You're a fucking joke."""
0,20120609184551Z,"""No problem. Give them all the money they demand and put up fares to cover it, making plain to all passengers what the fare rises are for.\n\nThe results should be interesting."""
0,20120620154302Z,"""Hardly.  We can export all the arms we want legally.\n\nHow ridiculous of you to compare the two."""
0,20120612131231Z,"""fucking idiots"""
0,,"""Probably one of the few good things this year is Humphries production.He has stayed at a consistent level from last year and that helps,but I don't see him as a starter in a good team. A rotation player yes,but we should still look to resign him because  he wants to be here and that is what we need in a player."""
0,20120620025443Z,"""http://www.youtube.com/watch?v=dpSU3xH4MJA Moar Green Day."""
1,20120320154020Z,"""henri? Your a gutter moron and the lies you sprew mean nothing. You're an inept lil' piece of garbage that no one takes seriously. You're just in here to get the attention you lack in real life scooter. You're quite pathetic"""
0,20120514050954Z,"""you are amazzzzing! Give up your full time job and START PAINTING AGAIN1  These are remarkable!"""
0,20120529223518Z,"""Just like Huff Bochy thinks Theriot  a player coming from a WS is an asset"""
0,20120620065412Z,"""Oh no, not Bimbo T. Baggins on the TV again. And evil Gandalf the Red-Nosed Snotzi. It is very difficult for me to watch their sneering faces. Look at the picture - they are sneering at immigrants. There is not a doubt in my mind that Sarah Moose-Muffins would carpet-bomb Mexico if she were President. Good thing we have a rule you can't be born in Hell and need an IQ of past 5 to be President. KKKKKalamity Jane for President? No way! Who wants a White House that stinks of moose droppings and offal? Plus there's the sneering."""
